"ISBN","AUTHOR","TITLE","CATEGORY","SERIES","RATING","BOOKFORMAT","READ","LOCATION","VALUE","PUBLISHER","PUBDATE","COPYRIGHTDATE","PAGES"
"","Swift, Jonathan","Gulliver's Travels","Literature & Fiction : Classics : General","","","Paperback","Y","Books 21","$0.75","Signet Classics","1960","1726","319"
"033033350X","Symons, Julian","Playing Happy Families","Mystery & Thrillers : Mystery : British Detectives","","","Paperback","N","George's Office","$7.46","Pan","","1994","264"
"0201178885","Szyperski, Clemens","Component Software: Beyond Object-Oriented Programming","Computers & Internet : Web Development : Scripting & Programming : General","","4.5 Stars","Hardcover","N","2nd Floor Storeroom","$4.37","Addison-Wesley Professional","December 19, 1997","1998","411"
"1572319380","Tait, William","Microsoft Photodraw 2000 by Design","Computers & Internet : Applications : Training","","3.0 Stars","Paperback","N","2nd Floor Storeroom","$0.01","Microsoft Press","April 1, 1999","1999","450"
"0848707974","Talley, Lisa Hooper (Editor)","The Healthy Heart Cookbook","Cooking, Food & Wine : Healthy / Low Fat","","","Hardcover","Y","Barroom","","Oxmoor House","","1992","256"
"0804106304","Tan, Amy","The Joy Luck Club","Literature & Fiction : Genre Fiction : Family Saga","","","Paperback","N","Books 21","$5.95","Ivy Books","June 1990","1989","332"
"0446606677","Tan, Maureen","AKA Jane","Mystery & Thrillers : Thrillers : Espionage / Intrigue","","","Paperback","Y","Books 08","$6.50","Warner Books","April 1999","1997","326"
"0446609048","Tan, Maureen","Run Jane Run","Mystery & Thrillers : Thrillers : Espionage / Intrigue","","","Paperback","Y","Books 08","$6.50","Warner Books","March 2000","1999","292"
"0130888931","Tanenbaum, Andrew S.; van Steen, Maarten","Distributed Systems: Principles and Paradigms","Computers & Internet : General","","3.0 Stars","Hardcover","N","2nd Floor Storeroom","$7.98","Prentice Hall","January 15, 2002","2002","803"
"0060394153","Taormino, Tristan","Pucker Up: A Hands-on Guide to Ecstatic Sex","Health, Mind & Body : Sex : General","","","Hardcover","N","Master Bedroom","$7.98","HarperCollins Publishers, Incorporated","September  2001","2001","257"
"1573442305","Taormino, Tristan (Foreword)","Luscious : Stories of Anal Eroticism","Literature & Fiction : Genre Fiction : Erotica : Adult Fiction","","5.0 Stars","Paperback","N","George's Office","$10.17","Cleis Press","February 2006","2006","232"
"0871161761","Tapply, William G.","The Elements of Mystery Fiction: Writing a Modern Whodunit","Reference : Writing","","4.5 Stars","Paperback","N","George's Office","$4.99","Writer, Inc.","August, 1995","1995","132"
"0898711878","Tarjan, R. E.","Data Structures and Network Algorithms","Computers & Internet : Certification Central : General","","4.5 Stars","Paperback","N","2nd Floor Storeroom","C$18.50","Society for Industrial & Applied","December 1, 1983","1983","131"
"0812550609","Tarr, Judith","Arrows of the Sun","Science Fiction & Fantasy : Fantasy : General","","","Paperback","N","Books 29","","Tor","","1993","469"
"0765309025","Tarr, Judith","Avaryan Resplendent : Arrows of the Sun / Spear of Heaven / Tides of Darkness","Science Fiction & Fantasy : Space Opera","","","Paperback","N","Emma's Studio","$5.98","Orb Books","December 19, 2003","2003","826"
"","Tate, Vicki","The All New Cookin' with Home Storage","Cooking, Food & Wine : General","","","Comb Binding","N","Barroom","","","","1993","308"
"0321159624","Tavares, Christopher","ATL Internals: Working with ATL 8 (2nd Edition)","Computers & Internet : Programming : APIs & Operating Environments : COM, DCOM & ATL","","5.0 Stars","Paperback","N","2nd Floor Storeroom","$59.99","Addison-Wesley Professional","July 5, 2006","2006","858"
"0140100873","Taylor, Andrew","An Old School Tie","Mystery & Thrillers : Mystery : British Detectives","","","Trade Paperback","N","Books 08","$3.50","Viking Penguin","December 1987","1986","215"
"1401329632","Taylor, Andrew","An Unpardonable Crime","Mystery & Thrillers : Mystery : Historical","","4.0 Stars","Paperback","N","Books 37","$5.95","Hyperion","March 9, 2005","2004","485"
"0140070990","Taylor, Andrew","Caroline Miniscule","Mystery & Thrillers : Mystery : British Detectives","","","Trade Paperback","N","Books 08","$2.00","Viking Penguin","December 1984","1982","234"
"0140113118","Taylor, Andrew","Freelance Death","Mystery & Thrillers : Mystery : British Detectives","","","Trade Paperback","N","Books 08","$3.95","Viking Penguin","April 1989","1987","199"
"0140088385","Taylor, Andrew","Our Fathers' Lies","Mystery & Thrillers : Mystery : British Detectives","","","Paperback","N","Books 08","$3.50","Viking Penguin","December 1986","1985","234"
"0007134363","Taylor, Andrew","Requiem for an Angel: The Four Last Things / The Judgement of Strangers / The Office of the Dead","Mystery & Thrillers : Mystery : Series","Roth Trilogy","3.5 Stars","Paperback","N","George's Office","$7.98","HarperCollins Publishers Ltd","March 4, 2002","1997, 1998, 1999","914"
"0340617144","Taylor, Andrew","The Mortal Sickness","Mystery & Thrillers : Mystery : British Detectives","The Lydmouth Series","books.mini.icon.22x22 Stars","Paperback","N","George's Office","Euro 11.00","Hodder & Stoughton","January 31, 2003","1995","342"
"0006496555","Taylor, Andrew","The Office of the Dead: Roth Trilogy Bk. 3","Mystery & Thrillers : Thrillers : Suspense","Roth Trilogy","4.0 Stars","Paperback","N","George's Office","$3.47","HarperCollins Publishers Ltd","September 4, 2000","1999","420"
"0140080635","Taylor, Andrew","Waiting for the End of the World","Mystery & Thrillers : Mystery : British Detectives","","","Trade Paperback","N","Books 08","$1.95","Viking Penguin","March 1986","1984","192"
"0895945444","Taylor, Dena & Sumrall, Amber Coverdale (editor)","Sexual Harassment: Women Speak Out","Social Sciences : Womens Studies","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$0.01","Crossing Press","April 1, 1992","1992","321"
"1841951722","Taylor, Irene & Alan (Editor)","The Assassin's Cloak: An Anthology of the World's Greatest Diarists","Biographies & Memoirs : Arts & Literature : Authors","","4.0 Stars","Paperback","N","Books 37","$14.28","Canongate Books","September 1, 2002","2000","686"
"1878067621","Taylor, Jean","We Know Where You Live","Gay & Lesbian : Mystery & Thrillers : Lesbian","Maggie Garrett Mystery","","Trade Paperback","N","Master Bedroom","$5.00","Seal Pr Feminist Pub","March 1995","1995","246"
"0380812053","Taylor, Kathleen","Foreign Body: A Tory Bauer Mystery","Mystery & Thrillers : Mystery : Women Sleuths : American","Tory Bauer Mystery","4.5 Stars","Mass Market Paperback","N","Emma's Studio","$4.98","Avon Books","July 31, 2001","2001","370"
"0380793806","Taylor, Kathleen","Funeral Food","Mystery & Thrillers : Mystery : Women Sleuths : American","Tory Bauer Mystery","4.0 Stars","Mass Market Paperback","Y","Books 36","$4.98","Avon","February 1, 1998","1998","241"
"1580174973","Taylor, Kathleen","Knit One, Felt Too: Discover the magic of knitted felt with 25 easy patterns","Crafts & Hobbies : Knitting","","4.5 Stars","Paperback","N","Emma's Studio","$11.37","Storey Publishing, LLC","November 1, 2003","2003","176"
"","Taylor, Lucy","Close to the Bone","Gay & Lesbian : Literature & Fiction : Fiction : General","","","Paperback","N","George's Office","$1.00","Silver Salamander Press","","1993","179"
"093004424X","Taylor, Sheila Ortiz","Faultline","Gay & Lesbian : Literature & Fiction : Fiction : Lesbian","","","Trade Paperback","Y","Books 11","$6.95","Naiad Press, Inc.","July  1988","1982","126"
"","TE Comic","1. The Number 1 With a Bullet Affair","","The Man From U.N.C.L.E.","","Comic Book","N","Books 01","","","Jan 1987","1987","0"
"0321266919","Teague, Jason Cranford","DHTML and CSS Advanced: Visual QuickPro Guide","Computers & Internet : Programming : Web Programming : HTML - Dynamic","","3.5 Stars","Paperback","N","2nd Floor Storeroom","$18.94","Peachpit Press","December 15, 2004","2005","440"
"0735615381","TEAM, MICROSOFT ACE","Performance Testing Microsoft .NET Web Applications","Computers & Internet : Microsoft : Development : .NET","","3.5 Stars","Hardcover","N","2nd Floor Storeroom","$26.39","Microsoft Press","September 25, 2002","2003","288"
"0062508598","Teish, Luisah","Jambalaya: The Natural Woman's Book of Personal Charms & Practical Rituals","Occultism & Parapsychology : General","","","Trade Paperback","N","Books 24","$9.95","HarperSanFrancisco","January 1988","1985","268"
"3829022212","Tejada, Luis Monreal Y","Medieval Castles of Spain","Arts & Photography : Art : Art History : Medieval","","books.mini.icon.22x22 Stars","Hardcover","N","Master Bedroom","$19.98","Konemann","September 1, 1999","1999","318"
"1847241549","Temple, Peter","Bad Debts","Mystery & Thrillers : Mystery : Irish Detectives","","4.5 Stars","Paperback","N","George's Office","Euro 9.45","Quercus Publishing Plc","May 31, 2007","1996","319"
"0553568736","Tepper, Sheri S.","A Plague of Angels","Science Fiction & Fantasy : Science Fiction : Contemporary","","","Paperback","N","Books 03","$5.99","Bantam Spectra","December 1994","1993","559"
"0553295276","Tepper, Sheri S.","Beauty","Science Fiction & Fantasy : Science Fiction : Contemporary","","","Paperback","N","Books 03","$3.50","Bantam Spectra","April 1992","1991","463"
"0553573985","Tepper, Sheri S.","Gibbon's Decline and Fall","Science Fiction & Fantasy : Science Fiction : Contemporary","","","Paperback","Y","Books 03","$6.99","Bantam Books","July 1997","1996","465"
"0553285653","Tepper, Sheri S.","Grass","Science Fiction & Fantasy : Science Fiction : Contemporary","","","Mass Market Paperback","N","Books 03","$6.50","Spectra","August 1990","1989","449"
"0553291165","Tepper, Sheri S.","Raising the Stones","Science Fiction & Fantasy : Science Fiction : Contemporary","","","Paperback","N","Books 03","$2.50","Spectra","","1990","530"
"0553573268","Tepper, Sheri S.","Shadow's End : A Novel","Science Fiction & Fantasy : Science Fiction : Epic","","","Mass Market Paperback","N","Books 03","$3.00","Spectra","December 1995","1994","454"
"0553560980","Tepper, Sheri S.","Sideshow","Science Fiction & Fantasy : Science Fiction : Contemporary","","","Paperback","N","Books 03","$3.00","Bantam Spectra","March 1993","1992","482"
"0380791986","Tepper, Sheri S.","Six Moon Dance","Science Fiction & Fantasy : Fantasy : General","","","Paperback","N","Emma's Studio","$6.99","Morrow/Avon","April 1999","1998","534"
"0380791978","Tepper, Sheri S.","The Family Tree","Science Fiction & Fantasy : Science Fiction : Contemporary","","","Mass Market Paperback","Y","Books 03","$6.99","Eos (Mass Market)","May 1998","1997","492"
"0553280643","Tepper, Sheri S.","The Gate to Women's Country","Science Fiction & Fantasy : Science Fiction","","","Mass Market Paperback","N","Books 03","$3.50","Spectra","May 1997","1988","315"
"0670886025","Teubner, Christian","The Rice Bible","Cooking, Food & Wine : Cooking by Ingredient : Rice & Grains","","","Hardcover","Y","Barroom","","Penguin USA","August 1999","1997","240"
"0684803860","Tey, Josephine","The Daughter of Time","Mystery & Thrillers : Mystery : Historical","","4.0 Stars","Paperback","Y","Books 37","$5.50","Touchstone","November 29, 1995","1951","208"
"081743738X","Tharp, Brenda","Creative Nature & Outdoor Photography","Arts & Photography : Photography : Techniques","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$15.72","Amphoto Books","March 1, 2003","2003","160"
"","The Needlecraft Shop","Hometown II : Winning Plastic Canvas Designs","Crafts & Hobbies : Needlepoint","","","Pamphlet","N","Emma's Studio","$1.00","The Needlecraft Shop","1991","1991","18"
"","The Usual Gang of Idiots","MFU - MAD Special Number Three","","The Man From U.N.C.L.E.","","Magazine","Y","Books 01","","E.C. Publications","","1970","80"
"1564774333","Thelen, Carol A.","Long Arm Machine Quilting: The Complete Guide to Choosing, Using, and Maintaining a Long-Arm Machine","Crafts & Hobbies : Quiltmaking","","5.0 Stars","Paperback","N","Emma's Studio","$4.98","Martingale and Company","May 2002","2002","127"
"0156007436","Theroux, Marcel","The Confessions of Mycroft Holmes","Mystery & Thrillers : Mystery : General","","3.0 Stars","Paperback","N","Guest Room","$1.00","Harvest Books","March 5, 2002","2001","216"
"0804104549","Theroux, Paul","Riding the Iron Rooster","Travel","","4.0 Stars","Paperback","N","George's Office","$3.00","Ivy Books","March 28, 1989","1988","451"
"0395382211","Theroux, Paul","Sunrise With Seamonsters : Travels and Discoveries 1964-1984","Biographies & Memoirs : General","","","Hardcover","N","Books 25","$0.98","Houghton Mifflin Company","","1985","365"
"0399141081","Theroux, Paul","The Pillars of Hercules : A Grand Tour of the Mediterranean","Travel","","","Hardcover","N","","$27.50","G.P. Putnam's Sons","","1995","511"
"0977616630","Thomas, Dave","Agile Web Development with Rails, 2nd Edition [ILLUSTRATED]","Computers & Internet : Programming : Software Design : Software Development","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$6.98","Pragmatic Bookshelf","December 14, 2006","2006","720"
"0974514055","Thomas, Dave","Programming Ruby: The Pragmatic Programmers' Guide, Second Edition","Computers & Internet : General","Pragmatic Programmers Series","4.5 Stars","Paperback","N","2nd Floor Storeroom","$44.95","Pragmatic Bookshelf","October 1, 2004","2005","830"
"0486228177","Thomas, Mary","Mary Thomas's Knitting Book.","Crafts & Hobbies : Knitting","","","Paperback","N","Emma's Studio","$5.00","Dover Pubns","June 1972","1972","256"
"","Thomas, Nancy J. (ed.)","Knitter's : Fall 1998  No.52","Crafts & Hobbies : Knitting","","","Magazine","N","Emma's Studio","$4.50","XRX, Inc","Fall 1998","1998","138"
"0312315813","Thomas, Ross","The Cold War Swap","Mystery & Thrillers : General","","5.0 Stars","Paperback","N","Books 37","$1.00","St. Martin's Minotaur","May 16, 2003","1966","214"
"034071834X","Thomas, Scarlett","Dead Clever","Mystery & Thrillers : Mystery : British Detectives","","","Paperback","Y","George's Office","$8.40","New English Library","","1998","308"
"0671016709","Thomas-Graham, Pamela","A Darker Shade of Crimson","Mystery & Thrillers : Mystery : African-American Detectives","","","Mass Market Paperback","Y","Master Bedroom","$6.99","Pocket Books","May 1999","1998","387"
"080500811X","Thompson, David","Broken English","Mystery & Thrillers : Thrillers : Suspense","","books.mini.icon.22x22 Stars","Hardcover","N","George's Office","$0.01","Henry Holt & Co","April 1, 1988","1987","189"
"0440508282","Thompson, Scott","Buddy Babylon : The Autobiography of Buddy Cole","Gay & Lesbian : Literature & Fiction : Fiction : Gay","","","Paperback","Y","Master Bedroom","$12.95","Dell Island Books","June 1998","1998","272"
"1435106482","Thompson, William Irwin","The Imagination of an Insurrection","History : Europe : Ireland","Barnes & Noble Rediscovers Series","","Hardcover","N","George's Office","$12.95","Barnes & Noble","May 2009","1967","252"
"0441865003","Thomson, Amy","Virtual Girl","Science Fiction & Fantasy : Science Fiction : High Tech","","","Paperback","N","Books 16","$2.50","Ace","","1993","248"
"0140041338","Thomson, David","Woodbrook","Biographies & Memoirs : Ethnic & National : Irish","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$0.01","Irish Books & Media, Incorporated","January 1981","1974","332"
"1566190258","Thoreau, Henry David","Walden and other writings","Biographies & Memoirs : Historical","","","Hardcover","N","George's Office","$0.01","Barnes & Noble","1993","1847","368"
"0807840890","Thornton, Weldon","Allusions in Ulysses: An Annotated List","Literature & Fiction : Books & Reading : Reference","","4.0 Stars","Paperback","N","George's Office","$9.98","University of North Carolina Press","September, 1982","1961","554"
"0596008031","Tidwell, Jenifer","Designing Interfaces : Patterns for Effective Interaction Design","Computers & Internet : Computer Science","","4.5 Stars","Oversize Paperback","N","2nd Floor Storeroom","$49.95","O'Reilly Media, Inc.","November 21, 2005","2006","331"
"","Time Life (editors)","The Well-Equipped Kitchen","","","","Paperback","Y","Barroom","","Time Life Books","","1978","49"
"0809429047","Time Life Book","Preserving","Cooking, Food & Wine : Canning & Preserving","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1981","176"
"0867061626","Time Life Books","American Regional Menus","Cooking, Food & Wine : Menus for Complete Meals","Great Meals in Minutes","","Hardcover","Y","Barroom","","Time Life Books","","1984","103"
"0809428520","Time Life Books","Beef & Veal","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Meats","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1979","176"
"086706174X","Time Life Books","Beef and Veal Menus","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Meats","Great Meals in Minutes","","Hardcover","N","Barroom","","Time Life Books","","1984","105"
"0809429454","Time Life Books","Beverages","Cooking, Food & Wine : Drinks & Beverages","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1983","176"
"0867061707","Time Life Books","Brunch Menus","Cooking, Food & Wine : Menus for Complete Meals","Great Meals in Minutes","","Hardcover","Y","Barroom","","Time-Life, Incorporated","January  1984","1984","103"
"0809429160","Time Life Books","Cakes","Cooking, Food & Wine : Baking : Cakes","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","March  1982","1981","176"
"0809429128","Time Life Books","Candy","Cooking, Food & Wine : Candy","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1981","176"
"0867061588","Time Life Books","Chinese Menus","Cooking, Food & Wine : Menus for Complete Meals","Great Meals in Minutes","","Hardcover","Y","Barroom","","Time-Life, Incorporated","January  1983","1983","105"
"0809428709","Time Life Books","Classic Desserts","Cooking, Food & Wine : Desserts","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1980","176"
"0867061944","Time Life Books","Egg and Cheese Menus","Cooking, Food & Wine : Menus for Complete Meals","Great Meals in Minutes","","Hardcover","Y","Barroom","","Time Life Books","","1984","105"
"0809428628","Time Life Books","Fish","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Seafood","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1979","176"
"0867061782","Time Life Books","Fish and Shellfish Menus","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Seafood","Great Meals in Minutes","","Hardcover","N","Barroom","","Time-Life, Incorporated","January  1984","1984","105"
"0867061901","Time Life Books","French Regional Menus","Cooking, Food & Wine : Menus for Complete Meals","Great Meals in Minutes","","Hardcover","N","Barroom","","Time Life Books","","1984","105"
"0809429845","Time Life Books","Fruits","Cooking, Food & Wine : Techniques","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1983","176"
"0809429411","Time Life Books","Hors d'Oeuvres","Cooking, Food & Wine : Hors D'Oeurves/Canapes/Garnishes","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","July  1982","1982","176"
"0867062525","Time Life Books","Italian Menus","Cooking, Food & Wine : Ethnic","Great Meals in Minutes","","Hardcover","N","Barroom","","Time-Life, Incorporated","January  1985","1985","105"
"080942908X","Time Life Books","Lamb","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Meats","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","January  1981","1981","176"
"0867062975","Time Life Books","Make Ahead Menus","Cooking, Food & Wine : Menus for Complete Meals","Great Meals in Minutes","","Hardcover","N","Barroom","","Time-Life, Incorporated","January  1985","1986","105"
"0867063017","Time Life Books","Meatless Menus","Cooking, Food & Wine : Menus for Complete Meals","Great Meals in Minutes","","Hardcover","N","Barroom","","Time-Life, Incorporated","January  1986","1986","105"
"0867061863","Time Life Books","Mexican Menus","Cooking, Food & Wine : Ethnic","Great Meals in Minutes","","Hardcover","N","Barroom","","Time Life Books","","1984","105"
"0809428911","Time Life Books","Pasta","Cooking, Food & Wine : Cooking by Ingredient : Pasta","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1980","176"
"0867061545","Time Life Books","Pasta Menus","Cooking, Food & Wine : Menus for Complete Meals","Great Meals in Minutes","","Hardcover","Y","Barroom","","Time-Life, Incorporated","January  1983","1983","105"
"080942875X","Time Life Books","Pork","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Meats","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1980","176"
"0809428504","Time Life Books","Poultry","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Poultry","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1979","176"
"0867062606","Time Life Books","Salad Menus","Cooking, Food & Wine : Menus for Complete Meals","Great Meals in Minutes","","Hardcover","N","Barroom","","Time-Life, Incorporated","January  1985","1985","105"
"0809428792","Time Life Books","Salads","Cooking, Food & Wine : Salads","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1980","176"
"0809429330","Time Life Books","Shellfish","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Seafood","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1982","176"
"0809428660","Time Life Books","Soups","Cooking, Food & Wine : Soups","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1979","176"
"1860190863","Time Life Books","Terrines and Pates","Cooking, Food & Wine : Techniques","","","Paperback","N","Barroom","$2.98","Time Life Books","","1995","144"
"0809429500","Time Life Books","Variety Meats","Cooking, Food & Wine : Cooking by Ingredient : Meat, Poultry & Seafood : Meats","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1982","176"
"0867061669","Time Life Books","Vegetable Menus","Cooking, Food & Wine : Hors D'Oeurves/Canapes/Garnishes","Great Meals in Minutes","","Hardcover","N","Barroom","","Time Life Books","","1984","104"
"080942858X","Time Life Books","Vegetables","Cooking, Food & Wine : Hors D'Oeurves/Canapes/Garnishes","The Good Cook / Techniques & Recipes","","Hardcover","N","Barroom","","Time Life Books","","1979","176"
"190497872X","Time Out","Time Out Vancouver","Travel : General : Guidebooks","","","Trade Paperback","N","George's Office","$16.46","","April 1, 2006","2006","256"
"0575601566","Timlin, Mark","Ashes By Now","Mystery & Thrillers : Mystery : British Detectives","","","Paperback","N","Books 18","$5.57","Vista","","1993","219"
"1879181185","Tobias, Michael","World War III : Population and the Biosphere at the End of the Millennium","Social Sciences : Anthropology : General","","","Hardcover","N","","$4.95","Bear & Co","July 1994","1994","609"
"","Toby, Mark","The Courtship of Eddie's Father","Literature & Fiction : General : Contemporary","","","Paperback","Y","Books 22","$.50","Paperback Library","","1963","160"
"048623391X","Tod, Osma Palmer Gallinger","Designing and Making Handwoven Rugs: Techniques for Creating European, Oriental, and American Rugs, and Household Fabrics","Crafts & Hobbies : Weaving","","","Paperback","N","Emma's Studio","$14.00","Dover Pubns","June 1, 1976","1957","294"
"0201608421","Tognazzini, Bruce","Tog on Interface","Computers & Internet : Usability","","4.0 Stars","Paperback","N","2nd Floor Storeroom","$29.95","Addison-Wesley Professional","January 24, 1992","1992","331"
"0330485652","Toibin, Colm","The Master","Literature & Fiction : General","","4.0 Stars","Hardcover","N","George's Office","N/A","Picador","January 2004","2004","359"
"0618002219","Tolkien, J.R.R.","The Hobbit: or There and Back Again","Literature & Fiction : Classics : Children","","4.5 Stars","Paperback","N","Master Bedroom","$9.60","Houghton Mifflin","September 1, 1999","1937","275"
"0618129022","Tolkien, J.R.R.","The Lord of the Rings : The Fellowship of the Ring, The Two Towers, The Return of the King","Literature & Fiction : Classics : General","Lord of the Rings Trilogy","4.5 Stars","Paperback","N","George's Office","$10.00","Houghton Mifflin","June, 2001","1954, 1954, 1955","1137"
"0394179692","Toole, John Kennedy","A Confederacy of Dunces","","","4.5 Stars","Paperback","N","George's Office","$1.98","Grove Press","1982","1980","405"
"0345032624","Toomey, Robert E. Jr.","A World of Trouble","Science Fiction & Fantasy : Science Fiction : Adventure","","","Paperback","Y","Books 16","$2.50","Ballantine Books","","1973","207"
"0786861533","Topor, Tom","The Codicil","Mystery & Thrillers : Thrillers : Legal","","","Advance Reader's Proof","N","Books 21","","Hyperion","April 1995","1994","338"
"0596006063","Toporek, Chuck (Editor)","Mac OS X Panther in a Nutshell","Computers & Internet : Mac : Software","","5.0 Stars","Paperback","N","2nd Floor Storeroom","$26.37","O'Reilly Media, Inc.","June 2004","2004","1054"
"1552095754","Topp, Ellie","The Complete Book of Year-Round Small-Batch Preserving: Over 300 Delicious Recipes","Cooking, Food & Wine : Canning & Preserving","","","Hardcover","N","Barroom","","Firefly Books","April 7, 2001","2001","351"
"0340377577","Townsend, Robert","Further Up the Organisation","Business & Investing : Business Life : Communication : General","","books.mini.icon.22x22 Stars","Paperback","N","2nd Floor Storeroom","$6.90","Hodder & Stoughton General Division","August 1, 1985","1984","254"
"","Tracy, Honor","Mind You, I've Said Nothing! : Forays in the Irish Republic","Nonfiction : Essays : Irish","","","Paperback","N","George's Office","$0.01","Penguin","","1953","158"
"186100074X","Tracy, Michael; Ware, Scott; Slothouber, Louis; Barker, Robert","Professional Web Site Optimization","Computers & Internet : Programming : Performance/Optimization","Professional Series","4.5 Stars","Paperback","N","2nd Floor Storeroom","$40.00","Wrox Press","February 1, 1997","1997","330"
"","Trainer, Dixie Dean","Needlepoint","Crafts & Hobbies : Needlepoint","","","Pamphlet","N","Emma's Studio","$1.00","123 Home Guides","1978","1978","96"
"0684864444","Trang, Corinne","Authentic Vietnamese Cooking : Food from a Family Table","Cooking, Food & Wine : Ethnic","","","Hardcover","N","Barroom","","Simon & Schuster","December 1999","1999","255"
"0060882328","Traviss, Karen","Ally (Book #5)","Science Fiction & Fantasy : Science Fiction : Adventure","Wess'har Wars Series","4.0 Stars","Paperback","N","George's Office","$7.99","Eos","March 27, 2007","2007","388"
"0060541695","Traviss, Karen","City of Pearl","Science Fiction & Fantasy : Science Fiction : Adventure","","4.5 Stars","Paperback","N","George's Office","$6.99","Eos","February, 2004","2004","392"
"0060541709","Traviss, Karen","Crossing the Line","Science Fiction & Fantasy : Science Fiction : Adventure","","4.0 Stars","Mass Market Paperback","N","Guest Room","$7.50","Eos","October 26, 2004","2004","373"
"0345478274","Traviss, Karen","Hard Contact (Star Wars: Republic Commando)","Science Fiction & Fantasy : Science Fiction","Star Wars","4.5 Stars","Paperback","N","Books 35","$6.99","Del Rey","October 26, 2004","2004","293"
"0060882409","Traviss, Karen","Judge (Book 6)","Science Fiction & Fantasy : Science Fiction : Adventure","Wess'har Wars Series","4.5 Stars","Mass Market Paperback","N","George's Office","$7.99","Eos","March 25, 2008","2008","391"
"006088231X","Traviss, Karen","Matriarch (Book 4)","Science Fiction & Fantasy : Science Fiction : General","Wess'har Wars Series","4.0 Stars","Paperback","N","George's Office","$7.19","Eos","September 26, 2006","2006","387"
"0060541725","Traviss, Karen","The World Before","Science Fiction & Fantasy : Science Fiction : General","Wess'har Wars Series","4.5 Stars","Paperback","N","Guest Room","$7.50","Eos","October 25, 2005","2005","388"
"0451192990","Tremayne, Peter","Absolution by Murder","Mystery & Thrillers : Mystery : Historical : Medieval","Sister Fidelma Series","3.5 Stars","Paperback","N","Master Bedroom","$3.00","Signet","September 1, 1997","1994","272"
"0451206266","Tremayne, Peter","The Monk Who Vanished","Mystery & Thrillers : Mystery : Historical : Medieval","Sister Fidelma Series","4.5 Stars","Mass Market Paperback","N","Master Bedroom","$6.99","Signet","June 1, 2002","1999","317"
"","Trevor, William","A Standard of Behaviour","Literature & Fiction : World Literature : Ireland","","","Paperback","N","George's Office","IR1.80","Sphere","","1958","128"
"0586044892","Trevor, William","Elizabeth Alone","Literature & Fiction : General : Contemporary : Irish","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$3.50","Panther","April 14, 1977","1973","288"
"0091770866","Trevor, William","Excursions In the Real World","Biographies & Memoirs : Arts & Literature : Authors","","books.mini.icon.22x22 Stars","Hardcover","N","George's Office","$6.98","Random House UK Distribution","November 15, 1993","1993","201"
"0140240241","Trevor, William","Felicia's Journey","Literature & Fiction : General : Contemporary : Irish","","4.0 Stars","Paperback","N","George's Office","$11.00","Penguin Books Ltd","July 27, 1995","1994","213"
"0140068767","Trevor, William","Fools of Fortune","Literature & Fiction : World Literature : Ireland","","5.0 Stars","Paperback","N","George's Office","$3.83","Penguin Putnam","August 30, 1984","1983","192"
"0140172637","Trevor, William","Two Lives: Reading Turgenev and My House in Umbria","Literature & Fiction : General : Contemporary","","4.0 Stars","Paperback","N","George's Office","$6.00","Penguin USA","February, 1995","1991","375"
